bank_account,claim_date,claim_id,claim_location,insurer_address,insurer_email,insurer_id,insurer_license_plate,insurer_name,insurer_phone_number,repair_shop,type_of_claim,third_party_license_plate,fraud,bank_account_used_to_connect_claims,betweenness_centrality,claim_location_used_to_connect_claims,closeness_centrality,component_size,connections_info,degree_centrality,insurer_address_used_to_connect_claims,insurer_email_used_to_connect_claims,insurer_license_plate_used_to_connect_claims,insurer_phone_number_used_to_connect_claims,repair_shop_used_to_connect_claims,third_party_license_plate_used_to_connect_claims,unique_bank_accounts_in_component,unique_claim_locations_in_component,unique_insurer_addresss_in_component,unique_insurer_emails_in_component,unique_insurer_license_plates_in_component,unique_insurer_phone_numbers_in_component,unique_repair_shops_in_component,unique_third_party_license_plates_in_component
ES42953246,2024-07-29,ed782d93,Zone_70,21 Avenida Central,insured_192@mail.com,f9491a7c,PD7111,Insured_192,600596153,repair_17,collision,,0,20,0.020762065331037877,20,0.5584415584415584,87,"[{""connected_to"": ""1028b1e7"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""d8033cc3"", ""via"": ""bank_account"", ""value"": ""ES42953246""}, {""connected_to"": ""ab824ba6"", ""via"": ""insurer_license_plate"", ""value"": ""PD7111""}, {""connected_to"": ""4c287ede"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""11c352f3"", ""via"": ""bank_account"", ""value"": ""ES42953246""}, {""connected_to"": ""709da1d8"", ""via"": ""insurer_license_plate"", ""value"": ""PD7111""}, {""connected_to"": ""4cdc9102"", ""via"": ""bank_account"", ""value"": ""ES42953246""}, {""connected_to"": ""07e13cb7"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""1704ee21"", ""via"": ""claim_location"", ""value"": ""Zone_70""}, {""connected_to"": ""f4a75ecd"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""efc3d4b7"", ""via"": ""repair_shop"", ""value"": ""repair_17""}, {""connected_to"": ""42bf7d42"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""f76a94f8"", ""via"": ""repair_shop"", ""value"": ""repair_17""}, {""connected_to"": ""baa5ea2a"", ""via"": ""claim_location"", ""value"": ""Zone_70""}, {""connected_to"": ""6c2948c2"", ""via"": ""repair_shop"", ""value"": ""repair_17""}, {""connected_to"": ""2a6e407a"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""a86c8802"", ""via"": ""bank_account"", ""value"": ""ES42953246""}, {""connected_to"": ""3a3d6e6e"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""4fd0f508"", ""via"": ""claim_location"", ""value"": ""Zone_70""}, {""connected_to"": ""e854cd62"", ""via"": ""insurer_phone_number"", ""value"": 600596153}]",0.23255813953488372,25,5,12,15,28,3,20,54,35,82,73,15,36,43
ES64784211,2024-07-29,0e3d08eb,Zone_58,34 Avenida Central,insured_44@mail.com,4c784c66,GK6045,Insured_44,600768374,repair_15,injury,EI7604,1,20,0.003266927609938965,20,0.4725274725274725,87,"[{""connected_to"": ""4cb83c72"", ""via"": ""insurer_address"", ""value"": ""34 Avenida Central""}, {""connected_to"": ""1b005a35"", ""via"": ""insurer_address"", ""value"": ""34 Avenida Central""}, {""connected_to"": ""7efe7072"", ""via"": ""insurer_phone_number"", ""value"": 600768374}, {""connected_to"": ""5d452b93"", ""via"": ""insurer_phone_number"", ""value"": 600768374}, {""connected_to"": ""63429b74"", ""via"": ""insurer_phone_number"", ""value"": 600768374}, {""connected_to"": ""ea9d7eb4"", ""via"": ""third_party_license_plate"", ""value"": ""EI7604""}, {""connected_to"": ""bf3e5d6f"", ""via"": ""insurer_phone_number"", ""value"": 600768374}, {""connected_to"": ""3a3d6e6e"", ""via"": ""bank_account"", ""value"": ""ES64784211""}, {""connected_to"": ""593855ae"", ""via"": ""bank_account"", ""value"": ""ES64784211""}]",0.10465116279069767,25,5,12,15,28,3,20,54,35,82,73,15,36,43
ES38273233,2024-07-29,8379280e,Zone_67,1 Avenida Central,insured_37@mail.com,13db4f2c,MB2757,Insured_37,600354258,repair_24,collision,,1,20,0.007162628905748801,20,0.4858757062146893,87,"[{""connected_to"": ""7c9666a8"", ""via"": ""insurer_phone_number"", ""value"": 600354258}, {""connected_to"": ""51ef5249"", ""via"": ""bank_account"", ""value"": ""ES38273233""}, {""connected_to"": ""71d88f8f"", ""via"": ""claim_location"", ""value"": ""Zone_67""}, {""connected_to"": ""f4a75ecd"", ""via"": ""bank_account"", ""value"": ""ES38273233""}, {""connected_to"": ""e039d1f7"", ""via"": ""repair_shop"", ""value"": ""repair_24""}, {""connected_to"": ""b205b267"", ""via"": ""bank_account"", ""value"": ""ES38273233""}, {""connected_to"": ""3de72026"", ""via"": ""insurer_address"", ""value"": ""1 Avenida Central""}, {""connected_to"": ""6db026f9"", ""via"": ""insurer_email"", ""value"": ""insured_37@mail.com""}, {""connected_to"": ""bb742b13"", ""via"": ""claim_location"", ""value"": ""Zone_67""}, {""connected_to"": ""ca8b2ffe"", ""via"": ""insurer_phone_number"", ""value"": 600354258}, {""connected_to"": ""24e31115"", ""via"": ""insurer_phone_number"", ""value"": 600354258}]",0.12790697674418605,25,5,12,15,28,3,20,54,35,82,73,15,36,43
ES97868719,2024-07-29,e854cd62,Zone_43,22 Avenida Central,insured_16@mail.com,e24bd48b,CC7994,Insured_16,600596153,repair_18,collision,,1,20,0.01226307585512637,20,0.5180722891566265,87,"[{""connected_to"": ""1028b1e7"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""4c287ede"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""2fdaa093"", ""via"": ""bank_account"", ""value"": ""ES97868719""}, {""connected_to"": ""07e13cb7"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""1704ee21"", ""via"": ""insurer_address"", ""value"": ""22 Avenida Central""}, {""connected_to"": ""f4a75ecd"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""42bf7d42"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""d387f17a"", ""via"": ""repair_shop"", ""value"": ""repair_18""}, {""connected_to"": ""bf3e5d6f"", ""via"": ""insurer_address"", ""value"": ""22 Avenida Central""}, {""connected_to"": ""c93a329f"", ""via"": ""repair_shop"", ""value"": ""repair_18""}, {""connected_to"": ""6db026f9"", ""via"": ""bank_account"", ""value"": ""ES97868719""}, {""connected_to"": ""2a6e407a"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""c04a4443"", ""via"": ""claim_location"", ""value"": ""Zone_43""}, {""connected_to"": ""3a3d6e6e"", ""via"": ""insurer_phone_number"", ""value"": 600596153}, {""connected_to"": ""ed782d93"", ""via"": ""insurer_phone_number"", ""value"": 600596153}]",0.1744186046511628,25,5,12,15,28,3,20,54,35,82,73,15,36,43
ES64784211,2024-07-29,593855ae,Zone_24,11 Avenida Central,insured_72@mail.com,6149291c,PI8769,Insured_72,600997261,repair_11,injury,,1,20,0.011099375028336184,20,0.5212121212121212,87,"[{""connected_to"": ""dbb83833"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""4c287ede"", ""via"": ""repair_shop"", ""value"": ""repair_11""}, {""connected_to"": ""7634221b"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""5257a996"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""709da1d8"", ""via"": ""insurer_address"", ""value"": ""11 Avenida Central""}, {""connected_to"": ""f949707f"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""bf3e5d6f"", ""via"": ""repair_shop"", ""value"": ""repair_11""}, {""connected_to"": ""5b0e5acd"", ""via"": ""insurer_address"", ""value"": ""11 Avenida Central""}, {""connected_to"": ""b205b267"", ""via"": ""repair_shop"", ""value"": ""repair_11""}, {""connected_to"": ""0ab73345"", ""via"": ""repair_shop"", ""value"": ""repair_11""}, {""connected_to"": ""c93a329f"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""bb742b13"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""3a3d6e6e"", ""via"": ""bank_account"", ""value"": ""ES64784211""}, {""connected_to"": ""4fd0f508"", ""via"": ""insurer_phone_number"", ""value"": 600997261}, {""connected_to"": ""0e3d08eb"", ""via"": ""bank_account"", ""value"": ""ES64784211""}]",0.1744186046511628,25,5,12,15,28,3,20,54,35,82,73,15,36,43
ES12961077,2024-07-30,1238c8f5,Zone_34,37 Avenida Central,insured_194@mail.com,3bf0f222,BA4722,Insured_194,600664650,repair_37,collision,OF5903,1,20,0.005973545738230404,21,0.5178571428571429,88,"[{""connected_to"": ""d8033cc3"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""1b005a35"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""0146fadf"", ""via"": ""bank_account"", ""value"": ""ES12961077""}, {""connected_to"": ""71d88f8f"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""709da1d8"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""21c54feb"", ""via"": ""claim_location"", ""value"": ""Zone_34""}, {""connected_to"": ""efc3d4b7"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""fb3640e4"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""f76a94f8"", ""via"": ""insurer_address"", ""value"": ""37 Avenida Central""}, {""connected_to"": ""608a6c32"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""ea9d7eb4"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""ef4d9ae4"", ""via"": ""insurer_phone_number"", ""value"": 600664650}, {""connected_to"": ""4fd0f508"", ""via"": ""bank_account"", ""value"": ""ES12961077""}, {""connected_to"": ""a0e2a79f"", ""via"": ""insurer_phone_number"", ""value"": 600664650}]",0.16091954022988506,26,5,12,15,28,3,20,54,35,83,74,15,37,44
ES14234477,2024-07-31,5e9d92cf,Zone_27,31 Avenida Central,insured_120@mail.com,6089ff9f,JL2882,Insured_120,600354258,repair_21,collision,,1,20,0.0,24,0.0,94,"[{""connected_to"": ""dbb83833"", ""via"": ""insurer_address"", ""value"": ""31 Avenida Central""}, {""connected_to"": ""7c9666a8"", ""via"": ""insurer_phone_number"", ""value"": 600354258}, {""connected_to"": ""4cb83c72"", ""via"": ""bank_account"", ""value"": ""ES14234477""}, {""connected_to"": ""7634221b"", ""via"": ""insurer_address"", ""value"": ""31 Avenida Central""}, {""connected_to"": ""c9504603"", ""via"": ""bank_account"", ""value"": ""ES14234477""}, {""connected_to"": ""a022bc0f"", ""via"": ""bank_account"", ""value"": ""ES14234477""}, {""connected_to"": ""6c2948c2"", ""via"": ""insurer_address"", ""value"": ""31 Avenida Central""}, {""connected_to"": ""bb742b13"", ""via"": ""insurer_address"", ""value"": ""31 Avenida Central""}, {""connected_to"": ""ca8b2ffe"", ""via"": ""insurer_phone_number"", ""value"": 600354258}, {""connected_to"": ""24e31115"", ""via"": ""insurer_phone_number"", ""value"": 600354258}, {""connected_to"": ""8379280e"", ""via"": ""insurer_phone_number"", ""value"": 600354258}]",0.0,27,6,12,15,29,3,20,55,35,88,79,15,37,48
ES71007570,2024-07-31,26e7f538,Zone_22,38 Avenida Central,insured_15@mail.com,9469791a,NI8555,Insured_15,600768374,repair_29,injury,AP1093,1,20,0.005427579382794409,24,0.4793814432989691,94,"[{""connected_to"": ""4f111138"", ""via"": ""bank_account"", ""value"": ""ES71007570""}, {""connected_to"": ""b9d5e6dc"", ""via"": ""insurer_address"", ""value"": ""38 Avenida Central""}, {""connected_to"": ""7efe7072"", ""via"": ""insurer_phone_number"", ""value"": 600768374}, {""connected_to"": ""5d452b93"", ""via"": ""insurer_phone_number"", ""value"": 600768374}, {""connected_to"": ""63429b74"", ""via"": ""insurer_phone_number"", ""value"": 600768374}, {""connected_to"": ""1704ee21"", ""via"": ""bank_account"", ""value"": ""ES71007570""}, {""connected_to"": ""608a6c32"", ""via"": ""bank_account"", ""value"": ""ES71007570""}, {""connected_to"": ""ea9d7eb4"", ""via"": ""claim_location"", ""value"": ""Zone_22""}, {""connected_to"": ""bf3e5d6f"", ""via"": ""insurer_phone_number"", ""value"": 600768374}, {""connected_to"": ""5b0e5acd"", ""via"": ""repair_shop"", ""value"": ""repair_29""}, {""connected_to"": ""c93a329f"", ""via"": ""bank_account"", ""value"": ""ES71007570""}, {""connected_to"": ""bb742b13"", ""via"": ""repair_shop"", ""value"": ""repair_29""}, {""connected_to"": ""0e3d08eb"", ""via"": ""insurer_phone_number"", ""value"": 600768374}]",0.13978494623655915,27,6,12,15,29,3,20,55,35,88,79,15,37,48
ES67781085,2024-07-31,d88fa9c6,Zone_69,5 Avenida Central,insured_62@mail.com,b318fe3e,MF9165,Insured_62,600335293,repair_27,injury,NL9999,1,20,0.010583888899187004,24,0.5344827586206896,94,"[{""connected_to"": ""3dbeee40"", ""via"": ""insurer_address"", ""value"": ""5 Avenida Central""}, {""connected_to"": ""b40777f6"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""dbfb58bf"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""48734acd"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""a4b96898"", ""via"": ""repair_shop"", ""value"": ""repair_27""}, {""connected_to"": ""ab824ba6"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""a25a1ebb"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""2db8cd46"", ""via"": ""insurer_address"", ""value"": ""5 Avenida Central""}, {""connected_to"": ""51ef5249"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""1b005a35"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""5d452b93"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""4cdc9102"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""07e13cb7"", ""via"": ""repair_shop"", ""value"": ""repair_27""}, {""connected_to"": ""21c54feb"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""f949707f"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""35c1dbd1"", ""via"": ""claim_location"", ""value"": ""Zone_69""}, {""connected_to"": ""3de72026"", ""via"": ""insurer_phone_number"", ""value"": 600335293}, {""connected_to"": ""6c2948c2"", ""via"": ""bank_account"", ""value"": ""ES67781085""}, {""connected_to"": ""ef4d9ae4"", ""via"": ""insurer_address"", ""value"": ""5 Avenida Central""}]",0.20430107526881722,27,6,12,15,29,3,20,55,35,88,79,15,37,48
ES12961077,2024-07-31,bdb8cc65,Zone_15,22 Avenida Central,insured_162@mail.com,2b971400,PD7111,Insured_162,600379103,repair_6,injury,PI8769,1,20,0.012462087153484727,24,0.5254237288135594,94,"[{""connected_to"": ""ab824ba6"", ""via"": ""insurer_license_plate"", ""value"": ""PD7111""}, {""connected_to"": ""fc2f929f"", ""via"": ""insurer_phone_number"", ""value"": 600379103}, {""connected_to"": ""0146fadf"", ""via"": ""insurer_phone_number"", ""value"": 600379103}, {""connected_to"": ""709da1d8"", ""via"": ""insurer_license_plate"", ""value"": ""PD7111""}, {""connected_to"": ""1704ee21"", ""via"": ""insurer_address"", ""value"": ""22 Avenida Central""}, {""connected_to"": ""a022bc0f"", ""via"": ""insurer_phone_number"", ""value"": 600379103}, {""connected_to"": ""fb3640e4"", ""via"": ""repair_shop"", ""value"": ""repair_6""}, {""connected_to"": ""1b344808"", ""via"": ""claim_location"", ""value"": ""Zone_15""}, {""connected_to"": ""42bf7d42"", ""via"": ""repair_shop"", ""value"": ""repair_6""}, {""connected_to"": ""bf3e5d6f"", ""via"": ""insurer_address"", ""value"": ""22 Avenida Central""}, {""connected_to"": ""3de72026"", ""via"": ""claim_location"", ""value"": ""Zone_15""}, {""connected_to"": ""6c2948c2"", ""via"": ""insurer_phone_number"", ""value"": 600379103}, {""connected_to"": ""3a3d6e6e"", ""via"": ""claim_location"", ""value"": ""Zone_15""}, {""connected_to"": ""4fd0f508"", ""via"": ""bank_account"", ""value"": ""ES12961077""}, {""connected_to"": ""ed782d93"", ""via"": ""insurer_license_plate"", ""value"": ""PD7111""}, {""connected_to"": ""e854cd62"", ""via"": ""insurer_address"", ""value"": ""22 Avenida Central""}, {""connected_to"": ""1238c8f5"", ""via"": ""bank_account"", ""value"": ""ES12961077""}]",0.1827956989247312,27,6,12,15,29,3,20,55,35,88,79,15,37,48
ES87084490,2024-07-31,5baa7dfc,Zone_50,18 Avenida Central,insured_187@mail.com,30dd5dfb,CN1110,Insured_187,600446081,repair_9,collision,KO6483,1,20,0.02190561138197627,24,0.5502958579881657,94,"[{""connected_to"": ""90a7e45b"", ""via"": ""insurer_address"", ""value"": ""18 Avenida Central""}, {""connected_to"": ""3dbeee40"", ""via"": ""bank_account"", ""value"": ""ES87084490""}, {""connected_to"": ""a2cef4f7"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""a4b96898"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""dbb83833"", ""via"": ""bank_account"", ""value"": ""ES87084490""}, {""connected_to"": ""a25a1ebb"", ""via"": ""bank_account"", ""value"": ""ES87084490""}, {""connected_to"": ""4c287ede"", ""via"": ""insurer_address"", ""value"": ""18 Avenida Central""}, {""connected_to"": ""9849c843"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""fc2f929f"", ""via"": ""bank_account"", ""value"": ""ES87084490""}, {""connected_to"": ""7c9666a8"", ""via"": ""insurer_address"", ""value"": ""18 Avenida Central""}, {""connected_to"": ""2db8cd46"", ""via"": ""bank_account"", ""value"": ""ES87084490""}, {""connected_to"": ""5adc9a25"", ""via"": ""claim_location"", ""value"": ""Zone_50""}, {""connected_to"": ""f28e3ec7"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""1704ee21"", ""via"": ""repair_shop"", ""value"": ""repair_9""}, {""connected_to"": ""cd2da2b4"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""c6eb903b"", ""via"": ""bank_account"", ""value"": ""ES87084490""}, {""connected_to"": ""f949707f"", ""via"": ""insurer_email"", ""value"": ""insured_187@mail.com""}, {""connected_to"": ""f76a94f8"", ""via"": ""insurer_phone_number"", ""value"": 600446081}, {""connected_to"": ""baa5ea2a"", ""via"": ""insurer_address"", ""value"": ""18 Avenida Central""}, {""connected_to"": ""ef4d9ae4"", ""via"": ""repair_shop"", ""value"": ""repair_9""}]",0.21505376344086025,27,6,12,15,29,3,20,55,35,88,79,15,37,48
ES51016557,2024-07-31,8554a2c8,Zone_47,35 Avenida Central,insured_74@mail.com,98063b16,CA9909,Insured_74,600826184,repair_23,injury,,1,20,0.0038781867992453423,24,0.4696969696969697,94,"[{""connected_to"": ""4f111138"", ""via"": ""insurer_phone_number"", ""value"": 600826184}, {""connected_to"": ""51ef5249"", ""via"": ""repair_shop"", ""value"": ""repair_23""}, {""connected_to"": ""7634221b"", ""via"": ""repair_shop"", ""value"": ""repair_23""}, {""connected_to"": ""7efe7072"", ""via"": ""bank_account"", ""value"": ""ES51016557""}, {""connected_to"": ""7c2166f9"", ""via"": ""insurer_phone_number"", ""value"": 600826184}, {""connected_to"": ""f4a75ecd"", ""via"": ""insurer_address"", ""value"": ""35 Avenida Central""}, {""connected_to"": ""5b0e5acd"", ""via"": ""insurer_phone_number"", ""value"": 600826184}, {""connected_to"": ""baa5ea2a"", ""via"": ""insurer_phone_number"", ""value"": 600826184}, {""connected_to"": ""0ab73345"", ""via"": ""insurer_address"", ""value"": ""35 Avenida Central""}]",0.09677419354838711,27,6,12,15,29,3,20,55,35,88,79,15,37,48
