from,to,value,via
a86c8802,ca8b2ffe,repair_19,repair_shop
a86c8802,ed782d93,ES42953246,bank_account
bb742b13,4fd0f508,600997261,insurer_phone_number
bb742b13,ca8b2ffe,ES73593231,bank_account
bb742b13,8379280e,Zone_67,claim_location
bb742b13,593855ae,600997261,insurer_phone_number
c04a4443,ef4d9ae4,ES54795355,bank_account
c04a4443,e854cd62,Zone_43,claim_location
3a3d6e6e,a0e2a79f,insured_136@mail.com,insurer_email
3a3d6e6e,ed782d93,600596153,insurer_phone_number
3a3d6e6e,0e3d08eb,ES64784211,bank_account
3a3d6e6e,e854cd62,600596153,insurer_phone_number
3a3d6e6e,593855ae,ES64784211,bank_account
ef4d9ae4,a0e2a79f,600664650,insurer_phone_number
4fd0f508,ed782d93,Zone_70,claim_location
4fd0f508,593855ae,600997261,insurer_phone_number
ca8b2ffe,24e31115,600354258,insurer_phone_number
ca8b2ffe,8379280e,600354258,insurer_phone_number
24e31115,8379280e,600354258,insurer_phone_number
ed782d93,e854cd62,600596153,insurer_phone_number
0e3d08eb,593855ae,ES64784211,bank_account
90a7e45b,3dbeee40,600904155,insurer_phone_number
90a7e45b,c06aa294,600904155,insurer_phone_number
90a7e45b,dbfb58bf,Zone_68,claim_location
90a7e45b,4c287ede,18 Avenida Central,insurer_address
90a7e45b,7c9666a8,18 Avenida Central,insurer_address
90a7e45b,cd2da2b4,ES31320114,bank_account
90a7e45b,d387f17a,600904155,insurer_phone_number
90a7e45b,baa5ea2a,18 Avenida Central,insurer_address
90a7e45b,e73b8797,600904155,insurer_phone_number
90a7e45b,e4b967fc,ES31320114,bank_account
90a7e45b,91ebb156,repair_39,repair_shop
3dbeee40,c06aa294,600904155,insurer_phone_number
3dbeee40,dbb83833,ES87084490,bank_account
3dbeee40,a25a1ebb,ES87084490,bank_account
3dbeee40,4c287ede,Zone_12,claim_location
3dbeee40,fc2f929f,ES87084490,bank_account
3dbeee40,2db8cd46,5 Avenida Central,insurer_address
3dbeee40,51ef5249,5 Avenida Central,insurer_address
3dbeee40,c6eb903b,repair_2,repair_shop
3dbeee40,d387f17a,600904155,insurer_phone_number
3dbeee40,e73b8797,600904155,insurer_phone_number
3dbeee40,ef4d9ae4,5 Avenida Central,insurer_address
c06aa294,a2cef4f7,Zone_55,claim_location
c06aa294,5adc9a25,repair_32,repair_shop
c06aa294,5d452b93,Zone_55,claim_location
c06aa294,07e13cb7,ES29088754,bank_account
c06aa294,1b344808,ES29088754,bank_account
c06aa294,35c1dbd1,ES29088754,bank_account
c06aa294,d387f17a,600904155,insurer_phone_number
c06aa294,e73b8797,600904155,insurer_phone_number
c06aa294,0ab73345,ES29088754,bank_account
c06aa294,4fd0f508,repair_32,repair_shop
c06aa294,a0e2a79f,ES29088754,bank_account
a2cef4f7,b08e7bfd,23 Avenida Central,insurer_address
a2cef4f7,a4b96898,600446081,insurer_phone_number
a2cef4f7,9849c843,600446081,insurer_phone_number
a2cef4f7,f28e3ec7,600446081,insurer_phone_number
a2cef4f7,5d452b93,Zone_55,claim_location
a2cef4f7,71d88f8f,ES42901579,bank_account
a2cef4f7,cd2da2b4,600446081,insurer_phone_number
a2cef4f7,efc3d4b7,ES42901579,bank_account
a2cef4f7,a022bc0f,repair_35,repair_shop
a2cef4f7,fb3640e4,ES42901579,bank_account
a2cef4f7,f76a94f8,600446081,insurer_phone_number
a2cef4f7,91ebb156,ES42901579,bank_account
b40777f6,b9d5e6dc,EL1845,insurer_license_plate
b40777f6,fc2f929f,repair_30,repair_shop
b40777f6,1b005a35,ES67781085,bank_account
b40777f6,5d452b93,ES67781085,bank_account
b40777f6,11c352f3,15 Avenida Central,insurer_address
b40777f6,63429b74,Zone_40,claim_location
b40777f6,f949707f,ES67781085,bank_account
b40777f6,35c1dbd1,repair_30,repair_shop
b40777f6,3de72026,ES67781085,bank_account
b40777f6,6c2948c2,ES67781085,bank_account
b40777f6,0ab73345,600189326,insurer_phone_number
b40777f6,d2ed0339,600189326,insurer_phone_number
b40777f6,3a3d6e6e,15 Avenida Central,insurer_address
b40777f6,4fd0f508,EL1845,insurer_license_plate
b40777f6,a0e2a79f,15 Avenida Central,insurer_address
4f111138,a25a1ebb,repair_38,repair_shop
4f111138,deb6383f,27 Avenida Central,insurer_address
4f111138,7c2166f9,600826184,insurer_phone_number
4f111138,1704ee21,ES71007570,bank_account
4f111138,608a6c32,ES71007570,bank_account
4f111138,5b0e5acd,600826184,insurer_phone_number
4f111138,baa5ea2a,600826184,insurer_phone_number
4f111138,c93a329f,ES71007570,bank_account
dbfb58bf,48734acd,600335293,insurer_phone_number
dbfb58bf,a4b96898,ES54532647,bank_account
dbfb58bf,ab824ba6,600335293,insurer_phone_number
dbfb58bf,a25a1ebb,600335293,insurer_phone_number
dbfb58bf,51ef5249,600335293,insurer_phone_number
dbfb58bf,7634221b,ES54532647,bank_account
dbfb58bf,c9504603,repair_33,repair_shop
dbfb58bf,4cdc9102,600335293,insurer_phone_number
dbfb58bf,21c54feb,600335293,insurer_phone_number
dbfb58bf,63429b74,ES54532647,bank_account
dbfb58bf,3de72026,600335293,insurer_phone_number
dbfb58bf,a86c8802,28 Avenida Central,insurer_address
dbfb58bf,c04a4443,28 Avenida Central,insurer_address
b08e7bfd,deb6383f,600432795,insurer_phone_number
b08e7bfd,5257a996,repair_12,repair_shop
b08e7bfd,4cdc9102,repair_12,repair_shop
b08e7bfd,21c54feb,repair_12,repair_shop
b08e7bfd,c6eb903b,600432795,insurer_phone_number
b08e7bfd,f949707f,repair_12,repair_shop
b08e7bfd,42bf7d42,ES67429369,bank_account
b08e7bfd,e4b967fc,600432795,insurer_phone_number
b08e7bfd,c04a4443,600432795,insurer_phone_number
48734acd,1028b1e7,repair_13,repair_shop
48734acd,ab824ba6,600335293,insurer_phone_number
48734acd,a25a1ebb,600335293,insurer_phone_number
48734acd,5adc9a25,16 Avenida Central,insurer_address
48734acd,51ef5249,600335293,insurer_phone_number
48734acd,11c352f3,Zone_4,claim_location
48734acd,0146fadf,16 Avenida Central,insurer_address
48734acd,4cdc9102,600335293,insurer_phone_number
48734acd,21c54feb,600335293,insurer_phone_number
48734acd,3de72026,600335293,insurer_phone_number
48734acd,d2ed0339,ES95330972,bank_account
48734acd,a86c8802,insured_160@mail.com,insurer_email
a4b96898,b9d5e6dc,Zone_78,claim_location
a4b96898,9849c843,600446081,insurer_phone_number
a4b96898,7634221b,ES54532647,bank_account
a4b96898,f28e3ec7,600446081,insurer_phone_number
a4b96898,07e13cb7,repair_27,repair_shop
a4b96898,63429b74,ES54532647,bank_account
a4b96898,cd2da2b4,600446081,insurer_phone_number
a4b96898,f76a94f8,600446081,insurer_phone_number
a4b96898,5b0e5acd,Zone_78,claim_location
a4b96898,c93a329f,Zone_78,claim_location
1028b1e7,4c287ede,600596153,insurer_phone_number
1028b1e7,9849c843,ES82859036,bank_account
1028b1e7,7c9666a8,ES82859036,bank_account
1028b1e7,5adc9a25,ES82859036,bank_account
1028b1e7,f28e3ec7,ES82859036,bank_account
1028b1e7,0146fadf,Zone_20,claim_location
1028b1e7,07e13cb7,600596153,insurer_phone_number
1028b1e7,f4a75ecd,600596153,insurer_phone_number
1028b1e7,1b344808,20 Avenida Central,insurer_address
1028b1e7,42bf7d42,600596153,insurer_phone_number
1028b1e7,91c88928,ES82859036,bank_account
1028b1e7,2a6e407a,600596153,insurer_phone_number
1028b1e7,3a3d6e6e,600596153,insurer_phone_number
1028b1e7,24e31115,ES82859036,bank_account
1028b1e7,ed782d93,600596153,insurer_phone_number
1028b1e7,e854cd62,600596153,insurer_phone_number
d8033cc3,4c287ede,ES42953246,bank_account
d8033cc3,1b005a35,600664650,insurer_phone_number
d8033cc3,11c352f3,ES42953246,bank_account
d8033cc3,71d88f8f,600664650,insurer_phone_number
d8033cc3,709da1d8,600664650,insurer_phone_number
d8033cc3,4cdc9102,ES42953246,bank_account
d8033cc3,07e13cb7,39 Avenida Central,insurer_address
d8033cc3,efc3d4b7,600664650,insurer_phone_number
d8033cc3,fb3640e4,600664650,insurer_phone_number
d8033cc3,608a6c32,600664650,insurer_phone_number
d8033cc3,ea9d7eb4,600664650,insurer_phone_number
d8033cc3,6db026f9,39 Avenida Central,insurer_address
d8033cc3,a86c8802,ES42953246,bank_account
d8033cc3,ef4d9ae4,600664650,insurer_phone_number
d8033cc3,ca8b2ffe,LC4785,insurer_license_plate
d8033cc3,a0e2a79f,600664650,insurer_phone_number
d8033cc3,ed782d93,ES42953246,bank_account
dbb83833,a25a1ebb,ES87084490,bank_account
dbb83833,fc2f929f,ES87084490,bank_account
dbb83833,2db8cd46,ES87084490,bank_account
dbb83833,7634221b,600997261,insurer_phone_number
dbb83833,5257a996,600997261,insurer_phone_number
dbb83833,0146fadf,repair_28,repair_shop
dbb83833,c6eb903b,ES87084490,bank_account
dbb83833,f949707f,600997261,insurer_phone_number
dbb83833,608a6c32,repair_28,repair_shop
dbb83833,6c2948c2,31 Avenida Central,insurer_address
dbb83833,c93a329f,600997261,insurer_phone_number
dbb83833,bb742b13,600997261,insurer_phone_number
dbb83833,4fd0f508,600997261,insurer_phone_number
dbb83833,593855ae,600997261,insurer_phone_number
ab824ba6,a25a1ebb,600335293,insurer_phone_number
ab824ba6,51ef5249,600335293,insurer_phone_number
ab824ba6,c9504603,repair_33,repair_shop
ab824ba6,deb6383f,ES54795355,bank_account
ab824ba6,709da1d8,PD7111,insurer_license_plate
ab824ba6,4cdc9102,600335293,insurer_phone_number
ab824ba6,21c54feb,600335293,insurer_phone_number
ab824ba6,d387f17a,ES54795355,bank_account
ab824ba6,bf3e5d6f,ES54795355,bank_account
ab824ba6,5b0e5acd,ES54795355,bank_account
ab824ba6,3de72026,600335293,insurer_phone_number
ab824ba6,c04a4443,ES54795355,bank_account
ab824ba6,ef4d9ae4,ES54795355,bank_account
ab824ba6,ed782d93,PD7111,insurer_license_plate
a25a1ebb,fc2f929f,ES87084490,bank_account
a25a1ebb,2db8cd46,ES87084490,bank_account
a25a1ebb,51ef5249,600335293,insurer_phone_number
a25a1ebb,4cdc9102,600335293,insurer_phone_number
a25a1ebb,21c54feb,600335293,insurer_phone_number
a25a1ebb,c6eb903b,ES87084490,bank_account
a25a1ebb,3de72026,600335293,insurer_phone_number
a25a1ebb,a0e2a79f,DG3242,insurer_license_plate
b9d5e6dc,2db8cd46,600621704,insurer_phone_number
b9d5e6dc,7efe7072,repair_7,repair_shop
b9d5e6dc,f28e3ec7,repair_7,repair_shop
b9d5e6dc,c9504603,600621704,insurer_phone_number
b9d5e6dc,5257a996,ES73593231,bank_account
b9d5e6dc,11c352f3,repair_7,repair_shop
b9d5e6dc,2fdaa093,repair_7,repair_shop
b9d5e6dc,21c54feb,ES73593231,bank_account
b9d5e6dc,1704ee21,600621704,insurer_phone_number
b9d5e6dc,35c1dbd1,600621704,insurer_phone_number
b9d5e6dc,5b0e5acd,Zone_78,claim_location
b9d5e6dc,c93a329f,Zone_78,claim_location
b9d5e6dc,a86c8802,600621704,insurer_phone_number
b9d5e6dc,bb742b13,ES73593231,bank_account
b9d5e6dc,4fd0f508,EL1845,insurer_license_plate
b9d5e6dc,ca8b2ffe,ES73593231,bank_account
4c287ede,7c9666a8,18 Avenida Central,insurer_address
4c287ede,11c352f3,ES42953246,bank_account
4c287ede,4cdc9102,ES42953246,bank_account
4c287ede,07e13cb7,600596153,insurer_phone_number
4c287ede,f4a75ecd,600596153,insurer_phone_number
4c287ede,42bf7d42,600596153,insurer_phone_number
4c287ede,bf3e5d6f,repair_11,repair_shop
4c287ede,baa5ea2a,18 Avenida Central,insurer_address
4c287ede,b205b267,repair_11,repair_shop
4c287ede,91c88928,EF7402,insurer_license_plate
4c287ede,0ab73345,repair_11,repair_shop
4c287ede,2a6e407a,600596153,insurer_phone_number
4c287ede,a86c8802,ES42953246,bank_account
4c287ede,3a3d6e6e,600596153,insurer_phone_number
4c287ede,ed782d93,600596153,insurer_phone_number
4c287ede,e854cd62,600596153,insurer_phone_number
4c287ede,593855ae,repair_11,repair_shop
9849c843,7c9666a8,ES82859036,bank_account
9849c843,5adc9a25,ES82859036,bank_account
9849c843,f28e3ec7,600446081,insurer_phone_number
9849c843,c9504603,33 Avenida Central,insurer_address
9849c843,7c2166f9,33 Avenida Central,insurer_address
9849c843,cd2da2b4,600446081,insurer_phone_number
9849c843,fb3640e4,33 Avenida Central,insurer_address
9849c843,42bf7d42,33 Avenida Central,insurer_address
9849c843,f76a94f8,600446081,insurer_phone_number
9849c843,91c88928,ES82859036,bank_account
9849c843,2a6e407a,ES82859036,bank_account
9849c843,c04a4443,repair_5,repair_shop
9849c843,4fd0f508,33 Avenida Central,insurer_address
9849c843,24e31115,ES82859036,bank_account
fc2f929f,2db8cd46,ES87084490,bank_account
fc2f929f,0146fadf,600379103,insurer_phone_number
fc2f929f,c6eb903b,ES87084490,bank_account
fc2f929f,a022bc0f,600379103,insurer_phone_number
fc2f929f,f949707f,MH3801,insurer_license_plate
fc2f929f,35c1dbd1,repair_30,repair_shop
fc2f929f,6c2948c2,600379103,insurer_phone_number
7c9666a8,5adc9a25,ES82859036,bank_account
7c9666a8,51ef5249,Zone_45,claim_location
7c9666a8,f28e3ec7,ES82859036,bank_account
7c9666a8,baa5ea2a,18 Avenida Central,insurer_address
7c9666a8,91c88928,ES82859036,bank_account
7c9666a8,2a6e407a,ES82859036,bank_account
7c9666a8,ca8b2ffe,600354258,insurer_phone_number
7c9666a8,24e31115,600354258,insurer_phone_number
7c9666a8,8379280e,600354258,insurer_phone_number
2db8cd46,51ef5249,5 Avenida Central,insurer_address
2db8cd46,c9504603,600621704,insurer_phone_number
2db8cd46,1704ee21,600621704,insurer_phone_number
2db8cd46,c6eb903b,ES87084490,bank_account
2db8cd46,35c1dbd1,600621704,insurer_phone_number
2db8cd46,ea9d7eb4,repair_16,repair_shop
2db8cd46,d2ed0339,Zone_46,claim_location
2db8cd46,a86c8802,600621704,insurer_phone_number
2db8cd46,ef4d9ae4,5 Avenida Central,insurer_address
4cb83c72,5adc9a25,600809302,insurer_phone_number
4cb83c72,1b005a35,34 Avenida Central,insurer_address
4cb83c72,c9504603,ES14234477,bank_account
4cb83c72,709da1d8,repair_25,repair_shop
4cb83c72,2fdaa093,600809302,insurer_phone_number
4cb83c72,a022bc0f,ES14234477,bank_account
4cb83c72,e039d1f7,600809302,insurer_phone_number
4cb83c72,b205b267,600809302,insurer_phone_number
4cb83c72,91c88928,600809302,insurer_phone_number
4cb83c72,0e3d08eb,34 Avenida Central,insurer_address
5adc9a25,f28e3ec7,ES82859036,bank_account
5adc9a25,0146fadf,16 Avenida Central,insurer_address
5adc9a25,2fdaa093,600809302,insurer_phone_number
5adc9a25,e039d1f7,600809302,insurer_phone_number
5adc9a25,b205b267,600809302,insurer_phone_number
5adc9a25,91c88928,600809302,insurer_phone_number
5adc9a25,2a6e407a,ES82859036,bank_account
5adc9a25,4fd0f508,repair_32,repair_shop
5adc9a25,24e31115,ES82859036,bank_account
51ef5249,7634221b,repair_23,repair_shop
51ef5249,4cdc9102,600335293,insurer_phone_number
51ef5249,21c54feb,PA7291,insurer_license_plate
51ef5249,f4a75ecd,ES38273233,bank_account
51ef5249,e039d1f7,ES38273233,bank_account
51ef5249,b205b267,ES38273233,bank_account
51ef5249,e73b8797,CF3049,third_party_license_plate
51ef5249,3de72026,600335293,insurer_phone_number
51ef5249,ef4d9ae4,5 Avenida Central,insurer_address
51ef5249,ca8b2ffe,Zone_45,claim_location
51ef5249,8379280e,ES38273233,bank_account
7634221b,5257a996,600997261,insurer_phone_number
7634221b,709da1d8,Zone_9,claim_location
7634221b,63429b74,ES54532647,bank_account
7634221b,1704ee21,insured_150@mail.com,insurer_email
7634221b,f949707f,600997261,insurer_phone_number
7634221b,6c2948c2,31 Avenida Central,insurer_address
7634221b,c93a329f,600997261,insurer_phone_number
7634221b,bb742b13,600997261,insurer_phone_number
7634221b,4fd0f508,600997261,insurer_phone_number
7634221b,593855ae,600997261,insurer_phone_number
1b005a35,5d452b93,ES67781085,bank_account
1b005a35,71d88f8f,600664650,insurer_phone_number
1b005a35,709da1d8,600664650,insurer_phone_number
1b005a35,cd2da2b4,repair_0,repair_shop
1b005a35,efc3d4b7,600664650,insurer_phone_number
1b005a35,fb3640e4,600664650,insurer_phone_number
1b005a35,f949707f,ES67781085,bank_account
1b005a35,608a6c32,600664650,insurer_phone_number
1b005a35,ea9d7eb4,600664650,insurer_phone_number
1b005a35,3de72026,ES67781085,bank_account
1b005a35,6c2948c2,ES67781085,bank_account
1b005a35,ef4d9ae4,600664650,insurer_phone_number
1b005a35,a0e2a79f,600664650,insurer_phone_number
1b005a35,0e3d08eb,34 Avenida Central,insurer_address
7efe7072,f28e3ec7,repair_7,repair_shop
7efe7072,5d452b93,600768374,insurer_phone_number
7efe7072,11c352f3,repair_7,repair_shop
7efe7072,7c2166f9,ES51016557,bank_account
7efe7072,2fdaa093,repair_7,repair_shop
7efe7072,63429b74,600768374,insurer_phone_number
7efe7072,bf3e5d6f,600768374,insurer_phone_number
7efe7072,baa5ea2a,ES51016557,bank_account
7efe7072,0e3d08eb,600768374,insurer_phone_number
f28e3ec7,11c352f3,repair_7,repair_shop
f28e3ec7,71d88f8f,19 Avenida Central,insurer_address
f28e3ec7,2fdaa093,repair_7,repair_shop
f28e3ec7,cd2da2b4,600446081,insurer_phone_number
f28e3ec7,a022bc0f,19 Avenida Central,insurer_address
f28e3ec7,f76a94f8,600446081,insurer_phone_number
f28e3ec7,91c88928,ES82859036,bank_account
f28e3ec7,2a6e407a,ES82859036,bank_account
f28e3ec7,24e31115,ES82859036,bank_account
5d452b93,63429b74,600768374,insurer_phone_number
5d452b93,f949707f,ES67781085,bank_account
5d452b93,ea9d7eb4,17 Avenida Central,insurer_address
5d452b93,bf3e5d6f,600768374,insurer_phone_number
5d452b93,b205b267,KF7403,insurer_license_plate
5d452b93,e73b8797,repair_14,repair_shop
5d452b93,3de72026,ES67781085,bank_account
5d452b93,6c2948c2,ES67781085,bank_account
5d452b93,0e3d08eb,600768374,insurer_phone_number
c9504603,7c2166f9,33 Avenida Central,insurer_address
c9504603,1704ee21,600621704,insurer_phone_number
c9504603,a022bc0f,ES14234477,bank_account
c9504603,fb3640e4,33 Avenida Central,insurer_address
c9504603,42bf7d42,33 Avenida Central,insurer_address
c9504603,35c1dbd1,600621704,insurer_phone_number
c9504603,a86c8802,600621704,insurer_phone_number
c9504603,4fd0f508,33 Avenida Central,insurer_address
deb6383f,709da1d8,ES54795355,bank_account
deb6383f,c6eb903b,600432795,insurer_phone_number
deb6383f,d387f17a,ES54795355,bank_account
deb6383f,bf3e5d6f,ES54795355,bank_account
deb6383f,5b0e5acd,ES54795355,bank_account
deb6383f,e4b967fc,600432795,insurer_phone_number
deb6383f,c04a4443,600432795,insurer_phone_number
deb6383f,ef4d9ae4,ES54795355,bank_account
5257a996,4cdc9102,repair_12,repair_shop
5257a996,21c54feb,repair_12,repair_shop
5257a996,f949707f,600997261,insurer_phone_number
5257a996,608a6c32,30 Avenida Central,insurer_address
5257a996,b205b267,30 Avenida Central,insurer_address
5257a996,c93a329f,600997261,insurer_phone_number
5257a996,2a6e407a,30 Avenida Central,insurer_address
5257a996,bb742b13,600997261,insurer_phone_number
5257a996,4fd0f508,600997261,insurer_phone_number
5257a996,ca8b2ffe,ES73593231,bank_account
5257a996,593855ae,600997261,insurer_phone_number
11c352f3,4cdc9102,ES42953246,bank_account
11c352f3,2fdaa093,repair_7,repair_shop
11c352f3,1b344808,600481783,insurer_phone_number
11c352f3,91ebb156,600481783,insurer_phone_number
11c352f3,6db026f9,600481783,insurer_phone_number
11c352f3,a86c8802,ES42953246,bank_account
11c352f3,3a3d6e6e,15 Avenida Central,insurer_address
11c352f3,a0e2a79f,15 Avenida Central,insurer_address
11c352f3,ed782d93,ES42953246,bank_account
0146fadf,a022bc0f,600379103,insurer_phone_number
0146fadf,608a6c32,repair_28,repair_shop
0146fadf,6c2948c2,600379103,insurer_phone_number
0146fadf,4fd0f508,ES12961077,bank_account
71d88f8f,709da1d8,600664650,insurer_phone_number
71d88f8f,efc3d4b7,600664650,insurer_phone_number
71d88f8f,a022bc0f,19 Avenida Central,insurer_address
71d88f8f,fb3640e4,600664650,insurer_phone_number
71d88f8f,608a6c32,600664650,insurer_phone_number
71d88f8f,ea9d7eb4,600664650,insurer_phone_number
71d88f8f,91ebb156,ES42901579,bank_account
71d88f8f,bb742b13,Zone_67,claim_location
71d88f8f,3a3d6e6e,repair_22,repair_shop
71d88f8f,ef4d9ae4,600664650,insurer_phone_number
71d88f8f,a0e2a79f,600664650,insurer_phone_number
71d88f8f,8379280e,Zone_67,claim_location
7c2166f9,fb3640e4,33 Avenida Central,insurer_address
7c2166f9,42bf7d42,33 Avenida Central,insurer_address
7c2166f9,e039d1f7,Zone_79,claim_location
7c2166f9,5b0e5acd,600826184,insurer_phone_number
7c2166f9,baa5ea2a,600826184,insurer_phone_number
7c2166f9,e4b967fc,MI6914,insurer_license_plate
7c2166f9,c04a4443,repair_5,repair_shop
7c2166f9,4fd0f508,33 Avenida Central,insurer_address
709da1d8,efc3d4b7,600664650,insurer_phone_number
709da1d8,fb3640e4,600664650,insurer_phone_number
709da1d8,608a6c32,600664650,insurer_phone_number
709da1d8,d387f17a,ES54795355,bank_account
709da1d8,ea9d7eb4,600664650,insurer_phone_number
709da1d8,bf3e5d6f,ES54795355,bank_account
709da1d8,5b0e5acd,11 Avenida Central,insurer_address
709da1d8,c04a4443,ES54795355,bank_account
709da1d8,ef4d9ae4,600664650,insurer_phone_number
709da1d8,a0e2a79f,600664650,insurer_phone_number
709da1d8,ed782d93,PD7111,insurer_license_plate
709da1d8,593855ae,11 Avenida Central,insurer_address
4cdc9102,21c54feb,600335293,insurer_phone_number
4cdc9102,efc3d4b7,40 Avenida Central,insurer_address
4cdc9102,f949707f,repair_12,repair_shop
4cdc9102,e039d1f7,40 Avenida Central,insurer_address
4cdc9102,e73b8797,40 Avenida Central,insurer_address
4cdc9102,3de72026,600335293,insurer_phone_number
4cdc9102,d2ed0339,40 Avenida Central,insurer_address
4cdc9102,a86c8802,ES42953246,bank_account
4cdc9102,ed782d93,ES42953246,bank_account
2fdaa093,fb3640e4,Zone_52,claim_location
2fdaa093,e039d1f7,600809302,insurer_phone_number
2fdaa093,d387f17a,24 Avenida Central,insurer_address
2fdaa093,b205b267,600809302,insurer_phone_number
2fdaa093,91c88928,600809302,insurer_phone_number
2fdaa093,0ab73345,Zone_52,claim_location
2fdaa093,91ebb156,OD8760,third_party_license_plate
2fdaa093,6db026f9,ES97868719,bank_account
2fdaa093,e854cd62,ES97868719,bank_account
07e13cb7,f4a75ecd,600596153,insurer_phone_number
07e13cb7,1b344808,ES29088754,bank_account
07e13cb7,42bf7d42,600596153,insurer_phone_number
07e13cb7,35c1dbd1,ES29088754,bank_account
07e13cb7,e73b8797,ES29088754,bank_account
07e13cb7,0ab73345,ES29088754,bank_account
07e13cb7,6db026f9,39 Avenida Central,insurer_address
07e13cb7,2a6e407a,600596153,insurer_phone_number
07e13cb7,3a3d6e6e,600596153,insurer_phone_number
07e13cb7,a0e2a79f,ES29088754,bank_account
07e13cb7,ed782d93,600596153,insurer_phone_number
07e13cb7,e854cd62,600596153,insurer_phone_number
21c54feb,c6eb903b,26 Avenida Central,insurer_address
21c54feb,f949707f,repair_12,repair_shop
21c54feb,3de72026,600335293,insurer_phone_number
21c54feb,bb742b13,ES73593231,bank_account
21c54feb,ca8b2ffe,ES73593231,bank_account
63429b74,1b344808,repair_34,repair_shop
63429b74,bf3e5d6f,KE8952,insurer_license_plate
63429b74,e4b967fc,25 Avenida Central,insurer_address
63429b74,91c88928,repair_34,repair_shop
63429b74,d2ed0339,repair_34,repair_shop
63429b74,2a6e407a,repair_34,repair_shop
63429b74,ca8b2ffe,25 Avenida Central,insurer_address
63429b74,0e3d08eb,600768374,insurer_phone_number
1704ee21,608a6c32,ES71007570,bank_account
1704ee21,35c1dbd1,600621704,insurer_phone_number
1704ee21,bf3e5d6f,22 Avenida Central,insurer_address
1704ee21,baa5ea2a,Zone_70,claim_location
1704ee21,c93a329f,ES71007570,bank_account
1704ee21,a86c8802,600621704,insurer_phone_number
1704ee21,ef4d9ae4,repair_9,repair_shop
1704ee21,4fd0f508,Zone_70,claim_location
1704ee21,ed782d93,Zone_70,claim_location
1704ee21,e854cd62,22 Avenida Central,insurer_address
cd2da2b4,f76a94f8,600446081,insurer_phone_number
cd2da2b4,e4b967fc,ES31320114,bank_account
cd2da2b4,91c88928,Zone_5,claim_location
f4a75ecd,42bf7d42,600596153,insurer_phone_number
f4a75ecd,e039d1f7,ES38273233,bank_account
f4a75ecd,b205b267,ES38273233,bank_account
f4a75ecd,0ab73345,35 Avenida Central,insurer_address
f4a75ecd,2a6e407a,600596153,insurer_phone_number
f4a75ecd,3a3d6e6e,600596153,insurer_phone_number
f4a75ecd,24e31115,repair_8,repair_shop
f4a75ecd,ed782d93,600596153,insurer_phone_number
f4a75ecd,8379280e,ES38273233,bank_account
f4a75ecd,e854cd62,600596153,insurer_phone_number
efc3d4b7,fb3640e4,600664650,insurer_phone_number
efc3d4b7,e039d1f7,40 Avenida Central,insurer_address
efc3d4b7,f76a94f8,repair_17,repair_shop
efc3d4b7,608a6c32,600664650,insurer_phone_number
efc3d4b7,ea9d7eb4,600664650,insurer_phone_number
efc3d4b7,e73b8797,40 Avenida Central,insurer_address
efc3d4b7,6c2948c2,repair_17,repair_shop
efc3d4b7,91ebb156,ES42901579,bank_account
efc3d4b7,d2ed0339,40 Avenida Central,insurer_address
efc3d4b7,ef4d9ae4,600664650,insurer_phone_number
efc3d4b7,a0e2a79f,600664650,insurer_phone_number
efc3d4b7,ed782d93,repair_17,repair_shop
c6eb903b,d387f17a,Zone_18,claim_location
c6eb903b,e4b967fc,600432795,insurer_phone_number
c6eb903b,c04a4443,600432795,insurer_phone_number
a022bc0f,6c2948c2,600379103,insurer_phone_number
fb3640e4,42bf7d42,33 Avenida Central,insurer_address
fb3640e4,608a6c32,600664650,insurer_phone_number
fb3640e4,ea9d7eb4,600664650,insurer_phone_number
fb3640e4,0ab73345,Zone_52,claim_location
fb3640e4,91ebb156,ES42901579,bank_account
fb3640e4,ef4d9ae4,600664650,insurer_phone_number
fb3640e4,4fd0f508,33 Avenida Central,insurer_address
fb3640e4,a0e2a79f,600664650,insurer_phone_number
1b344808,35c1dbd1,ES29088754,bank_account
1b344808,e73b8797,ES29088754,bank_account
1b344808,3de72026,Zone_15,claim_location
1b344808,91c88928,repair_34,repair_shop
1b344808,0ab73345,ES29088754,bank_account
1b344808,91ebb156,600481783,insurer_phone_number
1b344808,d2ed0339,repair_34,repair_shop
1b344808,6db026f9,600481783,insurer_phone_number
1b344808,2a6e407a,repair_34,repair_shop
1b344808,3a3d6e6e,Zone_15,claim_location
1b344808,a0e2a79f,ES29088754,bank_account
f949707f,608a6c32,Zone_66,claim_location
f949707f,3de72026,ES67781085,bank_account
f949707f,6c2948c2,ES67781085,bank_account
f949707f,c93a329f,600997261,insurer_phone_number
f949707f,2a6e407a,Zone_66,claim_location
f949707f,bb742b13,600997261,insurer_phone_number
f949707f,4fd0f508,600997261,insurer_phone_number
f949707f,593855ae,600997261,insurer_phone_number
42bf7d42,2a6e407a,600596153,insurer_phone_number
42bf7d42,3a3d6e6e,600596153,insurer_phone_number
42bf7d42,4fd0f508,33 Avenida Central,insurer_address
42bf7d42,ed782d93,600596153,insurer_phone_number
42bf7d42,e854cd62,600596153,insurer_phone_number
e039d1f7,b205b267,600809302,insurer_phone_number
e039d1f7,e73b8797,40 Avenida Central,insurer_address
e039d1f7,3de72026,repair_24,repair_shop
