insurer_email,n_claims,fraud_rate
user654@ex.com,2,0.0
user655@ex.com,2,0.0
user658@ex.com,1,0.0
user660@ex.com,1,0.0
user661@ex.com,1,0.0
user662@ex.com,3,0.0
user663@ex.com,1,0.0
user664@ex.com,1,0.0
user665@ex.com,1,1.0
user666@ex.com,1,1.0
user66@ex.com,1,0.0
user672@ex.com,2,0.0
user673@ex.com,2,0.5
user675@ex.com,1,0.0
user676@ex.com,2,0.5
user678@ex.com,2,0.0
user679@ex.com,1,0.0
user67@ex.com,1,0.0
user681@ex.com,2,0.0
user682@ex.com,2,0.0
user684@ex.com,1,0.0
user685@ex.com,1,0.0
user686@ex.com,1,0.0
user687@ex.com,1,0.0
user688@ex.com,2,0.0
user68@ex.com,3,0.0
user690@ex.com,2,0.5
user691@ex.com,1,0.0
user693@ex.com,2,0.5
user695@ex.com,3,0.0
user696@ex.com,1,1.0
user697@ex.com,3,0.0
user69@ex.com,1,0.0
user6@ex.com,1,0.0
user700@ex.com,2,0.0
user701@ex.com,2,1.0
user703@ex.com,2,0.0
user704@ex.com,2,0.0
user705@ex.com,2,0.0
user706@ex.com,1,0.0
user708@ex.com,1,0.0
user709@ex.com,1,0.0
user70@ex.com,2,0.5
user713@ex.com,3,0.0
user714@ex.com,1,0.0
user716@ex.com,1,0.0
user719@ex.com,2,0.0
user71@ex.com,2,0.0
user721@ex.com,1,0.0
user722@ex.com,1,0.0
user723@ex.com,2,0.0
user726@ex.com,1,0.0
user727@ex.com,1,0.0
user729@ex.com,1,0.0
user72@ex.com,2,0.0
user731@ex.com,1,0.0
user735@ex.com,1,0.0
user736@ex.com,1,1.0
user738@ex.com,1,0.0
user739@ex.com,1,0.0
user742@ex.com,1,0.0
user744@ex.com,3,0.0
user745@ex.com,1,0.0
user748@ex.com,1,0.0
user749@ex.com,2,0.0
user74@ex.com,3,0.0
user750@ex.com,1,0.0
user753@ex.com,1,0.0
user755@ex.com,1,0.0
user756@ex.com,2,0.0
user758@ex.com,2,0.5
user759@ex.com,1,0.0
user75@ex.com,4,0.0
user760@ex.com,2,0.0
user763@ex.com,1,0.0
user764@ex.com,4,0.5
user765@ex.com,3,0.0
user767@ex.com,1,0.0
user768@ex.com,1,0.0
user771@ex.com,2,0.0
user773@ex.com,1,0.0
user775@ex.com,1,0.0
user777@ex.com,1,0.0
user778@ex.com,1,0.0
user779@ex.com,2,0.0
user782@ex.com,2,0.5
user783@ex.com,2,0.0
user784@ex.com,1,0.0
user785@ex.com,1,1.0
user788@ex.com,2,0.5
user78@ex.com,1,0.0
user790@ex.com,2,0.0
user791@ex.com,1,0.0
user792@ex.com,2,0.0
user793@ex.com,1,0.0
user794@ex.com,1,0.0
user798@ex.com,1,0.0
user799@ex.com,2,0.0
user7@ex.com,2,1.0
user800@ex.com,3,0.0
user801@ex.com,2,0.0
user802@ex.com,1,0.0
user803@ex.com,3,0.0
user804@ex.com,1,0.0
user805@ex.com,1,0.0
user806@ex.com,1,0.0
user808@ex.com,1,0.0
user80@ex.com,2,0.0
user810@ex.com,2,0.0
user811@ex.com,3,0.0
user812@ex.com,1,0.0
user813@ex.com,1,1.0
user814@ex.com,1,1.0
user815@ex.com,2,0.5
user817@ex.com,1,0.0
user818@ex.com,1,0.0
user819@ex.com,1,0.0
user821@ex.com,1,0.0
user823@ex.com,1,0.0
user824@ex.com,2,0.0
user825@ex.com,1,0.0
user826@ex.com,2,0.0
user827@ex.com,1,1.0
user828@ex.com,1,0.0
user829@ex.com,1,0.0
user82@ex.com,1,0.0
user831@ex.com,1,1.0
user833@ex.com,1,0.0
user834@ex.com,4,0.25
user835@ex.com,1,0.0
user838@ex.com,3,0.0
user839@ex.com,1,0.0
user83@ex.com,1,1.0
user842@ex.com,1,0.0
user843@ex.com,2,0.0
user844@ex.com,3,0.6666666666666666
user845@ex.com,2,0.0
user848@ex.com,3,0.3333333333333333
user849@ex.com,2,0.5
user850@ex.com,1,0.0
user852@ex.com,1,0.0
user853@ex.com,1,0.0
user855@ex.com,2,0.0
user856@ex.com,1,0.0
user857@ex.com,2,0.0
user859@ex.com,1,0.0
user85@ex.com,1,0.0
user862@ex.com,1,0.0
user863@ex.com,1,0.0
user864@ex.com,1,0.0
user867@ex.com,2,0.0
user868@ex.com,2,0.0
user870@ex.com,2,0.5
user871@ex.com,2,0.0
user873@ex.com,1,0.0
user874@ex.com,2,0.0
user875@ex.com,3,0.0
user876@ex.com,2,0.5
user877@ex.com,1,1.0
user87@ex.com,1,0.0
user881@ex.com,1,0.0
user882@ex.com,1,1.0
user883@ex.com,4,0.0
user885@ex.com,1,0.0
user887@ex.com,2,0.0
user889@ex.com,2,0.5
user890@ex.com,4,0.0
user891@ex.com,2,0.0
user892@ex.com,2,0.0
user893@ex.com,1,1.0
user895@ex.com,2,0.0
user897@ex.com,1,0.0
user898@ex.com,1,0.0
user899@ex.com,1,1.0
user89@ex.com,1,0.0
user8@ex.com,1,0.0
user900@ex.com,1,0.0
user901@ex.com,1,0.0
user902@ex.com,1,0.0
user903@ex.com,3,0.0
user906@ex.com,2,0.5
user907@ex.com,1,0.0
user908@ex.com,1,0.0
user909@ex.com,1,0.0
user90@ex.com,1,0.0
user911@ex.com,1,0.0
user912@ex.com,1,0.0
user913@ex.com,3,0.0
user914@ex.com,2,0.0
user915@ex.com,1,0.0
user916@ex.com,2,0.0
user917@ex.com,1,0.0
user918@ex.com,1,0.0
user919@ex.com,2,0.0
user920@ex.com,1,0.0
user922@ex.com,1,0.0
user923@ex.com,1,0.0
user926@ex.com,1,0.0
user927@ex.com,1,0.0
user929@ex.com,2,0.0
user92@ex.com,2,0.5
user931@ex.com,1,1.0
user934@ex.com,1,0.0
user935@ex.com,2,0.5
user936@ex.com,1,0.0
user937@ex.com,1,0.0
user940@ex.com,4,0.25
user941@ex.com,1,0.0
user943@ex.com,1,0.0
user944@ex.com,2,0.0
user946@ex.com,1,0.0
user947@ex.com,1,0.0
user948@ex.com,4,0.25
user949@ex.com,1,0.0
user94@ex.com,1,0.0
user954@ex.com,1,1.0
user957@ex.com,1,0.0
user958@ex.com,1,0.0
user959@ex.com,1,0.0
user95@ex.com,2,0.0
user960@ex.com,1,0.0
user961@ex.com,1,0.0
user966@ex.com,1,0.0
user967@ex.com,1,0.0
user96@ex.com,1,0.0
user970@ex.com,1,0.0
user972@ex.com,3,0.3333333333333333
user974@ex.com,1,1.0
user976@ex.com,1,1.0
user977@ex.com,1,0.0
user978@ex.com,2,0.0
user979@ex.com,1,0.0
user97@ex.com,1,0.0
user980@ex.com,1,0.0
user981@ex.com,2,0.5
user983@ex.com,1,0.0
user985@ex.com,1,0.0
user986@ex.com,1,1.0
user987@ex.com,1,0.0
user989@ex.com,2,0.5
user991@ex.com,1,0.0
user997@ex.com,2,0.0
user9@ex.com,1,0.0
